id,Name,trN,trN,Entity ID,Number of positions,Track length,Start time,End time,Duration (second),Duration (minutes),Duration (hours),Hour (start),Hour (end)
40890,40890,1257,3915,99658,7,10.526343772189465,04/04/2007 07:54:55,04/04/2007 08:49:01,3246,54.1,0.90166664,7,8
40891,40891,1258,3916,99658,6,9.928751128888132,04/04/2007 09:36:47,04/04/2007 10:01:57,1510,25.166666,0.41944444,9,10
40954,40954,1259,3921,99749,4,4.4841259540063145,04/04/2007 06:43:19,04/04/2007 07:08:08,1489,24.816668,0.4136111,6,7
40977,40977,1260,3924,99799,7,6.674507361199795,04/04/2007 06:19:41,04/04/2007 06:51:12,1891,31.516666,0.5252778,6,6
40978,40978,1261,3925,99799,7,10.499528538107947,04/04/2007 08:50:48,04/04/2007 09:25:23,2075,34.583332,0.5763889,8,9
41002,41002,1262,3929,99876,5,5.0980046430348365,04/04/2007 07:10:22,04/04/2007 07:42:31,1929,32.15,0.53583336,7,7
41047,41047,1263,3933,99948,6,5.344112189884814,04/04/2007 05:42:58,04/04/2007 06:14:12,1874,31.233334,0.52055556,5,6
41064,41064,1264,3936,99964,20,11.246545518902012,04/04/2007 10:00:37,04/04/2007 10:15:53,916,15.266666,0.25444445,10,10
41082,41082,1265,3938,99966,46,18.636621867651627,04/04/2007 08:52:38,04/04/2007 09:26:02,2004,33.4,0.5566667,8,9
41162,41162,1266,3944,100042,36,11.04413572749982,04/04/2007 09:35:07,04/04/2007 10:16:39,2492,41.533333,0.69222224,9,10
41198,41198,1267,3945,100611,49,19.851901219159906,04/04/2007 05:20:08,04/04/2007 05:45:50,1542,25.7,0.42833334,5,5
41199,41199,1268,3946,100611,49,19.74558761236619,04/04/2007 07:09:54,04/04/2007 07:35:31,1537,25.616667,0.42694443,7,7
41250,41250,1269,3950,100671,6,3.4548149282432323,04/04/2007 06:47:00,04/04/2007 07:17:50,1850,30.833334,0.5138889,6,7
41278,41278,1270,3955,100689,10,13.342697422549316,04/04/2007 06:09:23,04/04/2007 06:38:20,1737,28.95,0.48250002,6,6
41279,41279,1271,3956,100689,25,10.215378759433188,04/04/2007 10:39:02,04/04/2007 10:58:18,1156,19.266666,0.3211111,10,10
41306,41306,1272,3959,100704,4,3.4410119988060135,04/04/2007 06:28:16,04/04/2007 06:47:07,1131,18.85,0.31416667,6,6
41345,41345,1273,3961,100735,7,3.1834152647087173,04/04/2007 07:14:01,04/04/2007 07:56:38,2557,42.616665,0.71027774,7,7
41347,41347,1274,3962,100735,5,4.938243668393639,04/04/2007 09:19:42,04/04/2007 09:34:56,914,15.233334,0.2538889,9,9
41377,41377,1275,3964,100755,20,11.140386404560807,04/04/2007 07:59:09,04/04/2007 09:36:03,5814,96.9,1.615,7,9
41404,41404,1276,3966,100781,12,13.528148909860233,04/04/2007 05:42:56,04/04/2007 06:33:01,3005,50.083332,0.8347222,5,6
41452,41452,1277,3969,100920,25,21.748182230796086,04/04/2007 10:11:55,04/04/2007 10:24:46,771,12.85,0.21416667,10,10
41472,41472,1278,3971,100933,8,7.44968693310116,04/04/2007 06:02:44,04/04/2007 06:24:51,1327,22.116667,0.36861113,6,6
41568,41568,1279,3975,101348,4,3.686918736848372,04/04/2007 05:47:15,04/04/2007 06:00:37,802,13.366667,0.22277778,5,6
41600,41600,1280,3978,101359,82,17.103909711110642,04/04/2007 05:22:32,04/04/2007 06:06:16,2624,43.733334,0.72888887,5,6
41626,41626,1281,3982,101383,5,5.692565546281292,04/04/2007 05:02:22,04/04/2007 05:14:31,729,12.15,0.2025,5,5
41640,41640,1282,3984,101441,53,21.134043089824985,04/04/2007 06:46:31,04/04/2007 07:19:02,1951,32.516666,0.54194444,6,7
41661,41661,1283,3986,101442,10,8.197131152594343,04/04/2007 06:07:39,04/04/2007 07:13:45,3966,66.1,1.1016667,6,7
41662,41662,1284,3987,101442,5,5.059807055702627,04/04/2007 09:14:57,04/04/2007 09:28:10,793,13.216666,0.22027777,9,9
41692,41692,1285,3989,101482,6,7.936540738147793,04/04/2007 05:10:32,04/04/2007 05:35:33,1501,25.016666,0.41694444,5,5
41727,41727,1286,3994,101502,6,19.147515138776512,04/04/2007 10:09:09,04/04/2007 10:32:40,1411,23.516666,0.39194444,10,10
41799,41799,1287,3995,101562,73,27.218065879842545,04/04/2007 05:29:36,04/04/2007 06:20:52,3076,51.266666,0.85444444,5,6
41847,41847,1288,3999,101609,14,3.585678960098848,04/04/2007 07:12:00,04/04/2007 08:30:06,4686,78.1,1.3016666,7,8
41881,41881,1289,4000,101626,19,5.861765599617712,04/04/2007 10:45:38,04/04/2007 10:56:39,661,11.016666,0.18361111,10,10
41951,41951,1290,4004,101738,8,4.313451708103464,04/04/2007 09:26:50,04/04/2007 10:31:12,3862,64.36667,1.0727779,9,10
42014,42014,1291,4007,101875,31,20.880318846389265,04/04/2007 07:36:17,04/04/2007 08:49:14,4377,72.95,1.2158333,7,8
42058,42058,1292,4010,102041,6,7.164208029928893,04/04/2007 07:18:09,04/04/2007 07:38:57,1248,20.8,0.34666666,7,7
42069,42069,1293,4013,102152,11,10.337746624451759,04/04/2007 06:10:54,04/04/2007 06:37:34,1600,26.666666,0.44444445,6,6
42124,42124,1294,4020,102446,19,7.638719370684476,04/04/2007 05:59:47,04/04/2007 06:11:55,728,12.133333,0.20222221,5,6
42128,42128,1295,4022,102451,6,5.16767534016986,04/04/2007 08:34:42,04/04/2007 09:09:41,2099,34.983334,0.58305556,8,9
42136,42136,1296,4023,102493,14,14.312998627662894,04/04/2007 06:11:12,04/04/2007 06:31:49,1237,20.616667,0.34361112,6,6
42152,42152,1297,4025,102498,5,5.855553614869856,04/04/2007 09:36:46,04/04/2007 09:51:12,866,14.433333,0.24055555,9,9
42153,42153,1298,4026,102498,10,6.7907395633916074,04/04/2007 10:32:16,04/04/2007 10:42:02,586,9.766666,0.16277777,10,10
42165,42165,1299,4029,102502,3,4.133498792912484,04/04/2007 06:16:50,04/04/2007 06:27:45,655,10.916667,0.18194444,6,6
42174,42174,1300,4031,102550,5,6.382002355151849,04/04/2007 06:43:36,04/04/2007 07:12:27,1731,28.85,0.48083335,6,7
42191,42191,1301,4035,102600,34,9.252860790878184,04/04/2007 07:25:20,04/04/2007 08:07:49,2549,42.483334,0.70805556,7,8
42192,42192,1302,4036,102600,11,11.985474809673992,04/04/2007 08:43:58,04/04/2007 09:11:24,1646,27.433332,0.4572222,8,9
42248,42248,1303,4041,102764,16,22.06501934896466,04/04/2007 05:35:41,04/04/2007 07:28:05,6744,112.4,1.8733333,5,7
42249,42249,1304,4042,102764,12,9.736847946241426,04/04/2007 08:07:56,04/04/2007 09:30:54,4978,82.96667,1.3827778,8,9
42307,42307,1305,4047,102786,20,11.9120535691409,04/04/2007 07:39:25,04/04/2007 08:06:47,1642,27.366667,0.4561111,7,8
42308,42308,1306,4048,102786,31,12.901330783659585,04/04/2007 08:54:05,04/04/2007 09:48:42,3277,54.616665,0.9102777,8,9
42357,42357,1307,4052,102851,63,32.38559412571138,04/04/2007 07:14:41,04/04/2007 07:57:14,2553,42.55,0.70916665,7,7
42372,42372,1308,4055,102995,29,9.002721159291763,04/04/2007 10:24:29,04/04/2007 10:40:38,969,16.15,0.26916665,10,10
42437,42437,1309,4061,103142,26,9.037448560227327,04/04/2007 06:16:27,04/04/2007 06:34:34,1087,18.116667,0.30194443,6,6
42456,42456,1310,4063,103148,12,10.823320778365456,04/04/2007 06:27:45,04/04/2007 07:11:05,2600,43.333332,0.7222222,6,7
42481,42481,1311,4067,103172,31,27.64702957394721,04/04/2007 07:58:00,04/04/2007 09:10:16,4336,72.26667,1.2044445,7,9
42482,42482,1312,4068,103172,6,4.13950967037398,04/04/2007 09:47:00,04/04/2007 10:00:13,793,13.216666,0.22027777,9,10
42534,42534,1313,4074,103201,64,29.651813016844983,04/04/2007 05:51:17,04/04/2007 07:13:16,4919,81.98333,1.3663888,5,7
42554,42554,1314,4075,103350,132,47.77229398064829,04/04/2007 08:21:32,04/04/2007 10:03:51,6139,102.316666,1.7052778,8,10
42578,42578,1315,4077,103407,16,13.137196743778029,04/04/2007 07:49:41,04/04/2007 08:56:35,4014,66.9,1.115,7,8
42614,42614,1316,4081,103593,47,15.700576517406581,04/04/2007 08:51:50,04/04/2007 09:17:29,1539,25.65,0.42749998,8,9
42665,42665,1317,4086,103612,4,3.8700370975096163,04/04/2007 07:10:06,04/04/2007 07:36:28,1582,26.366667,0.43944445,7,7
42700,42700,1318,4092,103661,10,13.717326875722563,04/04/2007 06:31:08,04/04/2007 07:08:59,2271,37.85,0.6308333,6,7
42701,42701,1319,4093,103661,22,13.065428817371169,04/04/2007 07:56:16,04/04/2007 11:00:22,11046,184.1,3.0683334,7,11
42710,42710,1320,4095,103717,43,23.33806478188213,04/04/2007 05:19:28,04/04/2007 05:42:39,1391,23.183332,0.38638887,5,5
42725,42725,1321,4099,103810,8,8.345117280111275,04/04/2007 07:50:27,04/04/2007 08:20:43,1816,30.266666,0.5044444,7,8
42726,42726,1322,4100,103810,5,7.832791406019259,04/04/2007 09:06:44,04/04/2007 09:24:17,1053,17.55,0.2925,9,9
42739,42739,1323,4101,103813,79,16.669526859411224,04/04/2007 05:46:00,04/04/2007 06:31:31,2731,45.516666,0.7586111,5,6
42772,42772,1324,4103,103870,3,3.3046566537322812,04/04/2007 07:04:55,04/04/2007 07:14:23,568,9.466666,0.15777777,7,7
42773,42773,1325,4104,103870,40,29.52058859910527,04/04/2007 07:45:08,04/04/2007 09:06:15,4867,81.11667,1.3519444,7,9
42842,42842,1326,4112,103887,24,14.318125675473492,04/04/2007 08:35:18,04/04/2007 08:48:12,774,12.9,0.21499999,8,8
42861,42861,1327,4116,103932,7,9.129210162464751,04/04/2007 05:56:10,04/04/2007 06:35:04,2334,38.9,0.6483334,5,6
42914,42914,1328,4124,103977,78,28.667004694331503,04/04/2007 06:36:54,04/04/2007 08:16:17,5963,99.38333,1.6563889,6,8
42946,42946,1329,4126,104041,5,7.170076873935338,04/04/2007 08:10:24,04/04/2007 08:26:24,960,16.0,0.26666668,8,8
42958,42958,1330,4128,104044,28,5.63374826200238,04/04/2007 07:27:21,04/04/2007 07:44:05,1004,16.733334,0.27888888,7,7
43015,43015,1331,4131,104056,67,29.058513031991627,04/04/2007 06:22:06,04/04/2007 08:07:36,6330,105.5,1.7583333,6,8
43016,43016,1332,4132,104056,21,11.833305939147102,04/04/2007 09:01:51,04/04/2007 09:18:40,1009,16.816668,0.2802778,9,9
43017,43017,1333,4133,104056,21,13.31153254371618,04/04/2007 09:53:52,04/04/2007 10:16:38,1366,22.766666,0.37944445,9,10
43096,43096,1334,4140,104094,42,17.43251183690949,04/04/2007 08:17:29,04/04/2007 08:57:27,2398,39.966667,0.6661111,8,8
43097,43097,1335,4141,104094,24,18.375896137935047,04/04/2007 10:31:04,04/04/2007 10:47:21,977,16.283333,0.2713889,10,10
43174,43174,1336,4143,104284,22,11.362164267498844,04/04/2007 05:22:24,04/04/2007 05:57:01,2077,34.616665,0.5769444,5,5
43231,43231,1337,4145,104616,4,4.539236346620049,04/04/2007 09:36:28,04/04/2007 09:50:28,840,14.0,0.23333333,9,9
43285,43285,1338,4149,104659,58,22.32206954556261,04/04/2007 07:23:21,04/04/2007 08:05:15,2514,41.9,0.6983334,7,8
43393,43393,1339,4156,104777,8,11.364845350575598,04/04/2007 05:03:13,04/04/2007 05:30:37,1644,27.4,0.45666665,5,5
43480,43480,1340,4162,104805,22,32.90136650032177,04/04/2007 08:46:10,04/04/2007 10:02:09,4559,75.98333,1.2663888,8,10
43490,43490,1341,4164,104820,4,3.851553037354156,04/04/2007 07:55:11,04/04/2007 08:09:59,888,14.8,0.24666667,7,8
43524,43524,1342,4166,104876,11,5.970058259334313,04/04/2007 06:45:15,04/04/2007 08:05:38,4823,80.38333,1.3397222,6,8
43525,43525,1343,4167,104876,4,3.0855226580590376,04/04/2007 10:03:31,04/04/2007 10:13:51,620,10.333333,0.17222221,10,10
43548,43548,1344,4169,104885,4,5.028593953959032,04/04/2007 06:58:34,04/04/2007 07:12:42,848,14.133333,0.23555556,6,7
43587,43587,1345,4176,105010,18,13.823740836950353,04/04/2007 10:09:40,04/04/2007 10:18:48,548,9.133333,0.15222222,10,10
43591,43591,1346,4177,105059,52,14.826550306897786,04/04/2007 05:47:11,04/04/2007 06:19:17,1926,32.1,0.53499997,5,6
43633,43633,1347,4179,105078,10,4.501551842605676,04/04/2007 07:51:30,04/04/2007 08:44:35,3185,53.083332,0.8847222,7,8
43646,43646,1348,4180,105088,8,10.74202641047566,04/04/2007 05:51:24,04/04/2007 06:24:04,1960,32.666668,0.54444444,5,6
43724,43724,1349,4182,105140,7,9.314593032334855,04/04/2007 05:24:43,04/04/2007 05:53:47,1744,29.066668,0.48444447,5,5
43725,43725,1350,4183,105140,12,8.680669224414306,04/04/2007 07:51:01,04/04/2007 08:45:04,3243,54.05,0.9008333,7,8
43753,43753,1351,4188,105156,35,10.411550632505698,04/04/2007 09:07:58,04/04/2007 09:40:06,1928,32.133335,0.5355556,9,9
43754,43754,1352,4189,105156,14,8.065393048068469,04/04/2007 10:17:12,04/04/2007 10:32:32,920,15.333333,0.25555554,10,10
43800,43800,1353,4196,105188,79,19.14620422412883,04/04/2007 08:42:35,04/04/2007 09:23:52,2477,41.283333,0.6880556,8,9
43810,43810,1354,4197,105193,20,33.63242453577322,04/04/2007 06:00:53,04/04/2007 07:05:26,3873,64.55,1.0758334,6,7
43825,43825,1355,4200,105194,5,5.86829046760438,04/04/2007 06:02:26,04/04/2007 06:15:23,777,12.95,0.21583334,6,6
43855,43855,1356,4203,105269,61,39.18230992669119,04/04/2007 09:12:12,04/04/2007 10:41:55,5383,89.71667,1.4952778,9,10
43886,43886,1357,4205,105389,7,11.019872762862736,04/04/2007 05:43:44,04/04/2007 06:24:43,2459,40.983334,0.6830556,5,6
43902,43902,1358,4207,105426,33,12.131610330903271,04/04/2007 07:37:59,04/04/2007 08:25:52,2873,47.883335,0.7980556,7,8
43926,43926,1359,4209,105436,18,7.778687140141925,04/04/2007 07:45:07,04/04/2007 09:32:14,6427,107.11667,1.7852778,7,9
44041,44041,1360,4216,105495,31,9.255076301557917,04/04/2007 09:52:12,04/04/2007 10:15:47,1415,23.583334,0.39305556,9,10
44053,44053,1361,4219,105499,90,37.921671613147915,04/04/2007 05:29:21,04/04/2007 10:30:52,18091,301.51666,5.0252776,5,10
44098,44098,1362,4222,105517,61,17.803433105498026,04/04/2007 08:00:49,04/04/2007 08:33:07,1938,32.3,0.5383333,8,8
44099,44099,1363,4223,105517,37,20.488353020952438,04/04/2007 10:35:03,04/04/2007 10:54:09,1146,19.1,0.31833333,10,10
44222,44222,1364,4238,105669,4,4.600169165713141,04/04/2007 08:46:05,04/04/2007 08:56:16,611,10.183333,0.16972223,8,8
44250,44250,1365,4239,105674,5,5.679338624966192,04/04/2007 06:49:07,04/04/2007 07:03:30,863,14.383333,0.23972222,6,7
44251,44251,1366,4240,105674,5,5.802965677731004,04/04/2007 10:19:11,04/04/2007 10:33:45,874,14.566667,0.24277778,10,10
44288,44288,1367,4246,105768,66,35.28371600987169,04/04/2007 08:02:24,04/04/2007 09:28:41,5177,86.28333,1.4380555,8,9
44334,44334,1368,4254,106043,7,9.098620397837664,04/04/2007 06:51:01,04/04/2007 07:29:05,2284,38.066666,0.6344444,6,7
44368,44368,1369,4258,106130,9,11.145567931848706,04/04/2007 05:52:34,04/04/2007 06:11:37,1143,19.05,0.3175,5,6
44391,44391,1370,4260,106135,5,5.753438357650308,04/04/2007 05:41:16,04/04/2007 06:12:17,1861,31.016666,0.51694447,5,6
44404,44404,1371,4262,106156,5,4.08254035362582,04/04/2007 05:38:48,04/04/2007 05:50:40,712,11.866667,0.19777778,5,5
44414,44414,1372,4264,106160,7,5.899007605697322,04/04/2007 05:10:43,04/04/2007 05:42:44,1921,32.016666,0.5336111,5,5
44434,44434,1373,4266,106190,46,22.829278492061132,04/04/2007 09:25:36,04/04/2007 10:48:51,4995,83.25,1.3875,9,10
44453,44453,1374,4269,106224,10,11.609995261946292,04/04/2007 07:59:37,04/04/2007 08:23:00,1403,23.383333,0.38972223,7,8
44454,44454,1375,4270,106224,7,6.64327497069634,04/04/2007 09:30:37,04/04/2007 09:48:34,1077,17.95,0.29916668,9,9
44468,44468,1376,4271,106279,6,14.984188989493605,04/04/2007 05:12:17,04/04/2007 05:44:05,1908,31.8,0.53,5,5
44522,44522,1377,4276,106371,4,3.217228217300152,04/04/2007 10:17:15,04/04/2007 10:27:39,624,10.4,0.17333333,10,10
44595,44595,1378,4280,106638,4,4.08669941341406,04/04/2007 06:48:06,04/04/2007 07:00:33,747,12.45,0.2075,6,7
44627,44627,1379,4282,106737,29,5.875135198282267,04/04/2007 07:12:38,04/04/2007 07:38:42,1564,26.066668,0.43444446,7,7
44707,44707,1380,4290,106861,23,14.205494229790105,04/04/2007 08:04:41,04/04/2007 10:42:15,9454,157.56667,2.626111,8,10
44733,44733,1381,4293,107158,76,31.35086018146572,04/04/2007 05:01:04,04/04/2007 05:41:41,2437,40.616665,0.67694443,5,5
44757,44757,1382,4296,107243,9,10.331498336783286,04/04/2007 07:42:05,04/04/2007 07:59:47,1062,17.7,0.29500002,7,7
44801,44801,1383,4301,107470,19,12.01843288789577,04/04/2007 08:31:17,04/04/2007 09:34:14,3777,62.95,1.0491667,8,9
44802,44802,1384,4302,107470,28,9.58492407154238,04/04/2007 10:33:39,04/04/2007 10:51:31,1072,17.866667,0.29777777,10,10
44820,44820,1385,4307,107485,71,20.29124185027603,04/04/2007 06:39:36,04/04/2007 07:16:42,2226,37.1,0.6183333,6,7
44821,44821,1386,4308,107485,23,19.972180333067644,04/04/2007 10:33:11,04/04/2007 10:44:50,699,11.65,0.19416666,10,10
44949,44949,1387,4314,107874,12,5.0388096441433765,04/04/2007 06:08:30,04/04/2007 06:14:25,355,5.9166665,0.09861111,6,6
45039,45039,1388,4326,108181,44,20.270822008231715,04/04/2007 06:27:01,04/04/2007 07:21:08,3247,54.116665,0.9019444,6,7
45055,45055,1389,4327,108210,54,28.874097379204244,04/04/2007 07:47:01,04/04/2007 09:57:02,7801,130.01666,2.1669443,7,9
45106,45106,1390,4332,108321,26,9.583662137681918,04/04/2007 06:55:06,04/04/2007 07:18:58,1432,23.866667,0.39777777,6,7
45107,45107,1391,4333,108321,76,19.891763300602225,04/04/2007 08:39:31,04/04/2007 09:22:20,2569,42.816666,0.71361107,8,9
45119,45119,1392,4336,108382,3,3.1369286106818057,04/04/2007 05:11:35,04/04/2007 05:21:48,613,10.216666,0.17027777,5,5
45132,45132,1393,4339,108389,20,7.251273837827499,04/04/2007 09:15:26,04/04/2007 09:28:40,794,13.233334,0.22055556,9,9
45137,45137,1394,4340,108433,24,5.966022609193457,04/04/2007 09:06:24,04/04/2007 09:20:35,851,14.183333,0.23638889,9,9
45152,45152,1395,4342,108642,7,5.824934408855253,04/04/2007 05:50:17,04/04/2007 06:25:54,2137,35.616665,0.59361106,5,6
45204,45204,1396,4347,108721,5,6.677202217422311,04/04/2007 05:45:05,04/04/2007 06:07:04,1319,21.983334,0.3663889,5,6
45205,45205,1397,4348,108721,8,6.921016387055094,04/04/2007 08:57:54,04/04/2007 10:01:27,3813,63.55,1.0591667,8,10
45221,45221,1398,4349,108748,42,20.877915648136796,04/04/2007 07:22:06,04/04/2007 08:58:13,5767,96.11667,1.6019444,7,8
45348,45348,1399,4353,108976,8,7.462562580886807,04/04/2007 05:45:35,04/04/2007 06:20:29,2094,34.9,0.5816667,5,6
45373,45373,1400,4358,109000,74,32.55648425445178,04/04/2007 06:23:53,04/04/2007 07:39:49,4556,75.933334,1.2655556,6,7
45374,45374,1401,4359,109000,106,37.6828660777301,04/04/2007 08:35:30,04/04/2007 10:01:02,5132,85.53333,1.4255556,8,10
45386,45386,1402,4361,109011,24,25.83717560808831,04/04/2007 08:30:39,04/04/2007 09:45:45,4506,75.1,1.2516667,8,9
45416,45416,1403,4362,109027,64,10.624651029817135,04/04/2007 06:03:46,04/04/2007 06:37:27,2021,33.683334,0.5613889,6,6
45417,45417,1404,4363,109027,77,31.17190199446296,04/04/2007 09:05:45,04/04/2007 09:52:48,2823,47.05,0.78416663,9,9
45418,45418,1405,4364,109027,11,5.408709610259046,04/04/2007 10:23:30,04/04/2007 10:45:03,1293,21.55,0.35916665,10,10
45442,45442,1406,4367,109061,14,18.876877101501965,04/04/2007 06:31:17,04/04/2007 07:58:25,5228,87.13333,1.4522222,6,7
45443,45443,1407,4368,109061,6,3.852837578571286,04/04/2007 08:52:26,04/04/2007 09:23:06,1840,30.666666,0.5111111,8,9
45530,45530,1408,4371,109124,19,5.704763597475312,04/04/2007 06:41:16,04/04/2007 06:50:51,575,9.583333,0.15972222,6,6
45531,45531,1409,4372,109124,21,4.758937475324569,04/04/2007 08:45:06,04/04/2007 08:55:44,638,10.633333,0.17722222,8,8
45545,45545,1410,4373,109135,9,10.906813743621733,04/04/2007 06:13:50,04/04/2007 07:14:12,3622,60.366665,1.006111,6,7
45546,45546,1411,4374,109135,7,7.951731911333782,04/04/2007 07:53:09,04/04/2007 08:25:42,1953,32.55,0.54249996,7,8
45547,45547,1412,4375,109135,5,3.6880994826743385,04/04/2007 09:35:02,04/04/2007 09:54:05,1143,19.05,0.3175,9,9
45596,45596,1413,4377,109141,27,22.109580429464376,04/04/2007 06:57:40,04/04/2007 07:22:36,1496,24.933332,0.41555554,6,7
45744,45744,1414,4383,109437,7,4.714722298714713,04/04/2007 05:54:46,04/04/2007 06:22:35,1669,27.816668,0.46361113,5,6
45745,45745,1415,4384,109437,5,5.136916128558459,04/04/2007 10:19:37,04/04/2007 10:35:05,928,15.466666,0.25777778,10,10
45814,45814,1416,4389,109478,14,13.392555228979608,04/04/2007 07:03:44,04/04/2007 08:11:38,4074,67.9,1.1316667,7,8
45815,45815,1417,4390,109478,15,13.029005577821804,04/04/2007 09:30:24,04/04/2007 10:47:50,4646,77.433334,1.2905556,9,10
45837,45837,1418,4393,109500,14,24.854486155131728,04/04/2007 05:10:27,04/04/2007 05:38:35,1688,28.133333,0.46888888,5,5
45881,45881,1419,4397,109534,98,32.63117549562163,04/04/2007 05:19:22,04/04/2007 06:24:43,3921,65.35,1.0891666,5,6
45882,45882,1420,4398,109534,78,41.459484020396175,04/04/2007 07:09:15,04/04/2007 08:26:25,4630,77.166664,1.2861111,7,8
45913,45913,1421,4399,109554,18,11.218164393985884,04/04/2007 06:52:33,04/04/2007 08:12:04,4771,79.51667,1.3252778,6,8
45940,45940,1422,4401,109659,48,12.94876790818669,04/04/2007 08:49:41,04/04/2007 09:28:44,2343,39.05,0.6508333,8,9
45960,45960,1423,4403,109664,5,3.514903121238601,04/04/2007 05:56:26,04/04/2007 06:10:41,855,14.25,0.2375,5,6
45961,45961,1424,4404,109664,4,3.570650586799066,04/04/2007 10:43:03,04/04/2007 10:58:30,927,15.45,0.2575,10,10
45985,45985,1425,4408,109742,6,5.517690073319768,04/04/2007 10:40:20,04/04/2007 10:46:54,394,6.5666666,0.10944445,10,10
46018,46018,1426,4409,109874,12,17.4884576047114,04/04/2007 05:50:17,04/04/2007 06:32:59,2562,42.7,0.7116667,5,6
46040,46040,1427,4410,109919,6,7.480226364528516,04/04/2007 06:34:11,04/04/2007 07:14:04,2393,39.883335,0.66472226,6,7
46071,46071,1428,4415,110102,6,7.753619446226176,04/04/2007 05:31:17,04/04/2007 05:46:53,936,15.6,0.26000002,5,5
46098,46098,1429,4418,110226,105,33.1939843429391,04/04/2007 06:10:31,04/04/2007 07:28:03,4652,77.53333,1.2922223,6,7
46115,46115,1430,4420,110259,7,6.625975467034401,04/04/2007 06:05:08,04/04/2007 06:37:47,1959,32.65,0.5441667,6,6
46144,46144,1431,4422,110281,7,6.358092517823454,04/04/2007 07:26:22,04/04/2007 07:54:11,1669,27.816668,0.46361113,7,7
46185,46185,1432,4427,110354,20,14.190365009526404,04/04/2007 07:58:23,04/04/2007 08:55:37,3434,57.233334,0.9538889,7,8
46186,46186,1433,4428,110354,4,6.237256697404758,04/04/2007 09:52:13,04/04/2007 10:08:49,996,16.6,0.27666667,9,10
46210,46210,1434,4430,110388,5,5.420724092741504,04/04/2007 06:18:55,04/04/2007 06:39:07,1212,20.2,0.33666667,6,6
46211,46211,1435,4431,110388,16,22.529745317082266,04/04/2007 09:20:37,04/04/2007 10:25:20,3883,64.71667,1.0786111,9,10
46253,46253,1436,4435,110421,32,3.923848345048419,04/04/2007 07:33:13,04/04/2007 07:50:30,1037,17.283333,0.28805554,7,7
46286,46286,1437,4439,110563,9,13.63589252752026,04/04/2007 08:50:44,04/04/2007 09:17:05,1581,26.35,0.43916667,8,9
46315,46315,1438,4443,110721,4,4.446555344651408,04/04/2007 05:06:24,04/04/2007 05:16:22,598,9.966666,0.1661111,5,5
