@relation berlin

@attribute x numeric
@attribute y numeric

@data
13.409028053283691,52.52069091796875
13.401227951049805,52.52286148071289
13.402203559875488,52.52333450317383
13.376541137695312,52.518699645996094
13.824790954589844,52.406822204589844
13.3829345703125,52.51054000854492
13.41608715057373,52.520816802978516
13.367613792419434,52.51747512817383
13.315428733825684,52.56299591064453
13.3648681640625,52.51716613769531
13.3648681640625,52.51716613769531
13.390789031982422,52.4812126159668
13.381239891052246,52.51634979248047
13.630132675170898,52.42093276977539
13.379286766052246,52.5203971862793
13.61695384979248,52.461036682128906
13.611517906188965,52.457786560058594
13.629805564880371,52.41901779174805
13.290839195251465,52.525634765625
13.42628002166748,52.535282135009766
13.42628002166748,52.535282135009766
13.413105010986328,52.52104949951172
13.445398330688477,52.5018424987793
13.428199768066406,52.507354736328125
13.367613792419434,52.48445129394531
13.377056121826172,52.51612854003906
13.39383602142334,52.51781463623047
13.449152946472168,52.50632095336914
13.42780590057373,52.531883239746094
13.34473991394043,52.48340606689453
13.212711334228516,52.54099655151367
13.014602661132812,52.40135955810547
13.500099182128906,52.47894287109375
13.407181739807129,52.5374870300293
13.068354606628418,52.41289138793945
13.480213165283203,52.487327575683594
13.480213165283203,52.487327575683594
13.377571105957031,52.48760223388672
13.369244575500488,52.525856018066406
13.412053108215332,52.53154373168945
13.378256797790527,52.5115966796875
13.396495819091797,52.51804733276367
13.399092674255371,52.51838684082031
13.056509971618652,52.396968841552734
13.135700225830078,52.474571228027344
13.379008293151855,52.51557540893555
13.395853042602539,52.53227996826172
13.401947021484375,52.517642974853516
13.408159255981445,52.52906799316406
13.465932846069336,52.50404739379883
13.376047134399414,52.50889587402344
13.445377349853516,52.516639709472656
13.362030029296875,52.49778747558594
13.434906005859375,52.51789093017578
13.377226829528809,52.52666473388672
13.407440185546875,52.52332305908203
13.4033203125,52.5471305847168
13.254940032958984,52.51866912841797
13.374608993530273,52.508148193359375
13.4528226852417,52.526424407958984
13.421360969543457,52.502235412597656
13.378064155578613,52.52035903930664
13.389158248901367,52.516754150390625
13.5097074508667,52.457210540771484
13.414210319519043,52.52241897583008
