id,Name,X,Y
2,2,13.391111373901367,52.52055740356445
3,3,13.414262771606445,52.52159881591797
4,4,13.39488697052002,52.492855072021484
5,5,13.390097618103027,52.517356872558594
6,6,13.398941993713379,52.53157424926758
7,7,13.376325607299805,52.520633697509766
8,8,13.34564208984375,52.52959060668945
9,9,13.278919219970703,52.50379943847656
10,10,13.37613296508789,52.509239196777344
11,11,13.44289779663086,52.50387191772461
12,12,13.398201942443848,52.48271179199219
13,13,13.375349998474121,52.5185546875
14,14,13.351221084594727,52.50851058959961
15,15,13.436964988708496,52.464576721191406
16,16,13.358570098876953,52.551578521728516
17,17,13.378043174743652,52.516334533691406
18,18,13.387354850769043,52.52326965332031
19,19,13.40655517578125,52.52118682861328
20,20,13.397355079650879,52.51763153076172
21,21,13.384822845458984,52.54734420776367
22,22,13.413619041442871,52.534366607666016
23,23,13.350024223327637,52.51456069946289
24,24,13.491243362426758,52.459556579589844
25,25,13.437952041625977,52.48301315307617
26,26,13.405679702758789,52.51166534423828
27,27,13.649944305419922,52.37568283081055
28,28,13.258953094482422,52.414493560791016
29,29,13.343496322631836,52.53593826293945
30,30,13.40430736541748,52.489810943603516
31,31,13.389806747436523,52.53512954711914
32,32,13.412734031677246,52.52213668823242
33,33,13.377399444580078,52.51406478881836
34,34,13.260196685791016,52.43393325805664
35,35,13.458250999450684,52.519874572753906
36,36,13.362120628356934,52.52290344238281
37,37,13.322327613830566,52.50221633911133
38,38,13.32518196105957,52.50218963623047
39,39,13.399542808532715,52.51125717163086
40,40,13.36807632446289,52.55886459350586
41,41,13.363323211669922,52.50647735595703
42,42,13.45702838897705,52.52837371826172
43,43,13.331833839416504,52.50590515136719
44,44,13.365983009338379,52.53647994995117
45,45,13.404692649841309,52.517093658447266
46,46,13.401398658752441,52.51911544799805
47,47,13.315644264221191,52.56412887573242
48,48,13.375060081481934,52.50965118408203
49,49,13.315428733825684,52.54963684082031
50,50,13.406318664550781,52.52037048339844
51,51,13.443679809570312,52.524410247802734
52,52,13.409257888793945,52.5228385925293
53,53,13.350769996643066,52.48992156982422
54,54,13.600091934204102,52.34608459472656
55,55,13.600090980529785,52.34608459472656
56,56,13.592984199523926,52.352439880371094
57,57,13.360027313232422,52.51466751098633
58,58,13.600076675415039,52.346092224121094
59,59,13.422931671142578,52.52056121826172
60,60,13.367613792419434,52.48445129394531
61,61,13.40965461730957,52.53862380981445
62,62,13.376529693603516,52.50958251953125
63,63,13.41739559173584,52.51549530029297
64,64,13.460247039794922,52.5135383605957
65,65,13.361047744750977,52.545249938964844
66,66,13.380489349365234,52.52003479003906
67,67,13.34873104095459,52.514217376708984
68,68,13.415335655212402,52.51945877075195
69,69,13.411946296691895,52.52238464355469
70,70,13.414756774902344,52.52511215209961
71,71,13.376541137695312,52.516845703125
72,72,13.397525787353516,52.51586151123047
73,73,13.36920166015625,52.525909423828125
74,74,13.36920166015625,52.525909423828125
75,75,13.37608528137207,52.51856231689453
76,76,13.39318561553955,52.515159606933594
77,77,13.38912582397461,52.513240814208984
78,78,13.376235008239746,52.50920867919922
79,79,13.376498222351074,52.50939178466797
80,80,13.392644882202148,52.52527618408203
81,81,13.388384819030762,52.51622009277344
82,82,13.363591194152832,52.50624465942383
83,83,13.385124206542969,52.54747772216797
84,84,13.366982460021973,52.517799377441406
85,85,13.37339973449707,52.509849548339844
86,86,13.396368026733398,52.52107620239258
87,87,13.379715919494629,52.52175521850586
88,88,13.376761436462402,52.50947570800781
89,89,13.38162612915039,52.513450622558594
90,90,13.117610931396484,52.55235290527344
91,91,13.372570991516113,52.509979248046875
92,92,13.388320922851562,52.520164489746094
93,93,13.37671184539795,52.519405364990234
94,94,13.401581764221191,52.5179557800293
95,95,13.413204193115234,52.52154541015625
96,96,13.412418365478516,52.52193832397461
97,97,13.372763633728027,52.5283088684082
98,98,13.372763633728027,52.5283088684082
99,99,13.495909690856934,52.745540618896484
100,100,13.178614616394043,52.55819320678711
101,101,13.656349182128906,52.540748596191406
102,102,13.092430114746094,52.40791702270508
103,103,13.34946060180664,52.48257064819336
104,104,13.397053718566895,52.519248962402344
105,105,13.062399864196777,52.40425109863281
106,106,13.330127716064453,52.50492858886719
107,107,13.042540550231934,52.401554107666016
108,108,13.096002578735352,52.42460250854492
109,109,13.28071117401123,52.50551223754883
110,110,13.048624038696289,52.41886520385742
111,111,13.075447082519531,52.40312576293945
112,112,13.089137077331543,52.413333892822266
113,113,13.44310188293457,52.50417709350586
114,114,13.452683448791504,52.50729751586914
115,115,13.426301002502441,52.5056037902832
116,116,13.355255126953125,52.51371383666992
117,117,13.439539909362793,52.50579833984375
118,118,13.408384323120117,52.523773193359375
119,119,13.390950202941895,52.515419006347656
120,120,13.331650733947754,52.507171630859375
121,121,13.457340240478516,52.5178337097168
122,122,13.443381309509277,52.499454498291016
123,123,13.03579330444336,52.40219497680664
124,124,13.039654731750488,52.40424728393555
125,125,13.374545097351074,52.51979064941406
126,126,13.460451126098633,52.5096435546875
127,127,13.40864086151123,52.52123260498047
128,128,13.395252227783203,52.501487731933594
129,129,13.420228004455566,52.495399475097656
130,130,13.391045570373535,52.53622055053711
131,131,13.38709831237793,52.49338912963867
132,132,13.382247924804688,52.501827239990234
133,133,13.369115829467773,52.52688217163086
134,134,13.369115829467773,52.52688217163086
135,135,13.242386817932129,52.76317596435547
136,136,13.324612617492676,52.480323791503906
137,137,13.422974586486816,52.487144470214844
138,138,13.422974586486816,52.487144470214844
139,139,13.36868667602539,52.525779724121094
140,140,13.369115829467773,52.52688217163086
141,141,13.579766273498535,52.53912353515625
142,142,13.578971862792969,52.538963317871094
143,143,13.421858787536621,52.43788146972656
144,144,13.421944618225098,52.43958282470703
145,145,13.399887084960938,52.51914596557617
146,146,13.574530601501465,52.445613861083984
147,147,13.375940322875977,52.51856231689453
148,148,13.325599670410156,52.49822235107422
149,149,13.62259578704834,52.41836929321289
150,150,13.368365287780762,52.50593185424805
151,151,13.402462005615234,52.523067474365234
152,152,13.411569595336914,52.51799011230469
153,153,13.465106964111328,52.487327575683594
154,154,13.459131240844727,52.49696350097656
155,155,13.378728866577148,52.51687240600586
156,156,13.444137573242188,52.52397537231445
157,157,13.286762237548828,52.42116165161133
158,158,13.395916938781738,52.501548767089844
159,159,13.37769889831543,52.516143798828125
160,160,13.375039100646973,52.50952911376953
161,161,13.376078605651855,52.509395599365234
162,162,13.407535552978516,52.52448654174805
163,163,13.337037086486816,52.51183319091797
164,164,13.320599555969238,52.455955505371094
165,165,13.342573165893555,52.501800537109375
166,166,13.401346206665039,52.51909255981445
167,167,13.368843078613281,52.52353286743164
168,168,13.391592979431152,52.549530029296875
169,169,13.035675048828125,52.404075622558594
170,170,13.406752586364746,52.51862335205078
171,171,13.68920612335205,52.430904388427734
172,172,13.325041770935059,52.502403259277344
173,173,13.325041770935059,52.502403259277344
174,174,13.36937427520752,52.50880813598633
175,175,13.378944396972656,52.516300201416016
176,176,13.398019790649414,52.52015686035156
177,177,13.390810012817383,52.50739288330078
178,178,13.400948524475098,52.518558502197266
179,179,13.406785011291504,52.51973342895508
180,180,13.374481201171875,52.526248931884766
181,181,13.373805046081543,52.50983428955078
182,182,13.327832221984863,52.50442886352539
183,183,13.393577575683594,52.489051818847656
184,184,13.420486450195312,52.500850677490234
185,185,13.40014362335205,52.5484619140625
186,186,13.330706596374512,52.444984436035156
187,187,13.907318115234375,52.7663459777832
188,188,13.37592887878418,52.509857177734375
189,189,13.387033462524414,52.52485275268555
190,190,13.41640853881836,52.55107879638672
191,191,13.353731155395508,52.496864318847656
192,192,13.374780654907227,52.424015045166016
193,193,13.583468437194824,52.66490173339844
194,194,13.410271644592285,52.524314880371094
195,195,13.455439567565918,52.49717712402344
196,196,13.37860107421875,52.52165222167969
197,197,13.46629810333252,52.497127532958984
198,198,13.375295639038086,52.51844024658203
199,199,13.38959789276123,52.50774002075195
200,200,13.412245750427246,52.52250671386719
201,201,13.418725967407227,52.506446838378906
202,202,13.375295639038086,52.51844024658203
203,203,13.376325607299805,52.509666442871094
204,204,13.388384819030762,52.528076171875
205,205,13.38409423828125,52.49406814575195
206,206,13.506203651428223,52.386959075927734
207,207,13.522067070007324,52.49114227294922
208,208,13.335466384887695,52.50994873046875
209,209,13.388643264770508,52.519935607910156
210,210,13.410614967346191,52.5222282409668
211,211,13.352251052856445,52.49913787841797
212,212,13.386990547180176,52.52109146118164
213,213,13.395273208618164,52.50151443481445
214,214,13.373261451721191,52.52015686035156
215,215,13.396346092224121,52.52090835571289
216,216,13.396346092224121,52.52090835571289
217,217,13.075608253479004,52.3902587890625
218,218,13.405401229858398,52.5408935546875
219,219,13.374749183654785,52.518165588378906
220,220,13.417738914489746,52.52123260498047
221,221,13.370746612548828,52.51102066040039
222,222,13.369244575500488,52.52614212036133
223,223,13.387527465820312,52.50807189941406
224,224,13.359375,52.52457809448242
225,225,13.049224853515625,52.41908264160156
226,226,13.378676414489746,52.514015197753906
227,227,13.40137767791748,52.51877975463867
228,228,13.37913703918457,52.51669692993164
229,229,13.37636947631836,52.5087776184082
230,230,13.436664581298828,52.514442443847656
231,231,13.406752586364746,52.51862335205078
232,232,13.412245750427246,52.52285385131836
233,233,13.5076904296875,52.538936614990234
234,234,13.396260261535645,52.51845169067383
235,235,13.398029327392578,52.51769256591797
236,236,13.39836311340332,52.519466400146484
237,237,13.374996185302734,52.50828170776367
238,238,13.3959379196167,52.52101135253906
239,239,13.3959379196167,52.52101135253906
240,240,13.408211708068848,52.52915954589844
241,241,13.366241455078125,52.51136016845703
242,242,13.486919403076172,52.485313415527344
243,243,13.424359321594238,52.503841400146484
244,244,13.37009334564209,52.52391052246094
245,245,13.45230770111084,52.5291862487793
246,246,13.028990745544434,52.409114837646484
247,247,13.488892555236816,52.48683166503906
248,248,13.243836402893066,52.51511764526367
249,249,13.408856391906738,52.52303695678711
250,250,13.398728370666504,52.5184326171875
251,251,13.392634391784668,52.51357650756836
252,252,13.371175765991211,52.52406692504883
253,253,13.378129005432129,52.51981735229492
254,254,13.373106956481934,52.516845703125
255,255,13.40117359161377,52.51901626586914
256,256,13.295345306396484,52.523677825927734
257,257,13.378728866577148,52.51396179199219
258,258,13.389822959899902,52.524234771728516
259,259,13.389822959899902,52.524234771728516
260,260,13.498355865478516,52.477867126464844
261,261,13.319849014282227,52.50724792480469
262,262,13.351370811462402,52.51458740234375
