id,Name,Cluster 
1878,1878,class 1
1879,1879,
1880,1880,
1881,1881,
1882,1882,
1883,1883,class 1
1884,1884,
1885,1885,class 1
1886,1886,class 1
1887,1887,class 1
1888,1888,
1889,1889,class 1
1890,1890,class 1
1891,1891,
1892,1892,
1893,1893,
1894,1894,
1895,1895,class 1
1896,1896,class 1
1897,1897,
1898,1898,
1899,1899,
1900,1900,
1901,1901,
1902,1902,
1903,1903,
1904,1904,
1905,1905,
1906,1906,
1907,1907,class 1
1908,1908,class 1
1909,1909,class 1
1910,1910,
1911,1911,
1912,1912,
1913,1913,
1914,1914,class 1
1915,1915,class 1
1916,1916,class 1
1917,1917,class 1
1918,1918,
1919,1919,
1920,1920,class 1
1921,1921,class 1
1922,1922,class 1
1923,1923,
1924,1924,
1925,1925,
1926,1926,
1927,1927,
1928,1928,class 1
1929,1929,class 1
1930,1930,class 1
1931,1931,
1932,1932,
1933,1933,
1934,1934,
1935,1935,class 1
1936,1936,class 1
1937,1937,class 1
1938,1938,class 1
1939,1939,class 1
1940,1940,class 1
1941,1941,
1942,1942,class 1
1943,1943,class 1
1944,1944,class 1
1945,1945,
1946,1946,
1947,1947,
1948,1948,
1949,1949,
1950,1950,class 1
1951,1951,class 1
1952,1952,
1953,1953,class 1
1954,1954,class 1
1955,1955,class 1
1956,1956,class 1
1957,1957,class 1
1958,1958,class 1
1959,1959,class 1
1960,1960,class 1
1961,1961,class 1
1962,1962,class 1
1963,1963,class 1
1964,1964,class 3
1965,1965,class 3
1966,1966,class 1
1967,1967,
1968,1968,
1969,1969,
1970,1970,
1971,1971,
1972,1972,
1973,1973,
1974,1974,
1975,1975,class 1
1976,1976,
1977,1977,
1978,1978,
1979,1979,class 1
1980,1980,class 1
1981,1981,class 3
1982,1982,class 1
1983,1983,class 1
1984,1984,class 1
1985,1985,class 1
1986,1986,class 5
1987,1987,class 1
1988,1988,class 2
1989,1989,class 2
1990,1990,
1991,1991,class 1
1992,1992,class 1
1993,1993,class 1
1994,1994,class 1
1995,1995,class 1
1996,1996,class 1
1997,1997,class 1
1998,1998,class 1
1999,1999,
2000,2000,class 1
2001,2001,class 1
2002,2002,class 1
2003,2003,
2004,2004,class 1
2005,2005,class 1
2006,2006,
2007,2007,class 1
2008,2008,
2009,2009,class 1
2010,2010,
2011,2011,
2012,2012,
2013,2013,
2014,2014,
2015,2015,
2016,2016,class 1
2017,2017,class 5
2018,2018,
2019,2019,
2020,2020,class 1
2021,2021,class 1
2022,2022,
2023,2023,
2024,2024,
2025,2025,
2026,2026,
2027,2027,
2028,2028,
2029,2029,
2030,2030,
2031,2031,
2032,2032,
2033,2033,class 1
2034,2034,
2035,2035,class 1
2036,2036,class 1
2037,2037,class 1
2038,2038,
2039,2039,
2040,2040,class 1
2041,2041,
2042,2042,class 1
2043,2043,
2044,2044,
2045,2045,class 1
2046,2046,
2047,2047,
2048,2048,
2049,2049,class 1
2050,2050,class 1
2051,2051,
2052,2052,
2053,2053,class 1
2054,2054,
2055,2055,
2056,2056,class 1
2057,2057,class 1
2058,2058,
2059,2059,class 1
2060,2060,class 1
2061,2061,
2062,2062,class 1
2063,2063,
2064,2064,class 1
2065,2065,class 1
2066,2066,
2067,2067,class 1
2068,2068,class 1
2069,2069,class 1
2070,2070,class 1
2071,2071,class 1
2072,2072,class 1
2073,2073,class 1
2074,2074,class 1
2075,2075,class 1
2076,2076,class 1
2077,2077,class 1
2078,2078,class 1
2079,2079,
2080,2080,class 1
2081,2081,
2082,2082,class 6
2083,2083,class 1
2084,2084,
2085,2085,
2086,2086,class 3
2087,2087,class 1
2088,2088,
2089,2089,
2090,2090,
2091,2091,
2092,2092,
2093,2093,class 1
2094,2094,
2095,2095,
2096,2096,class 4
2097,2097,
2098,2098,
2099,2099,
2100,2100,class 1
2101,2101,
2102,2102,class 1
2103,2103,
2104,2104,
2105,2105,
2106,2106,
2107,2107,
2108,2108,class 1
2109,2109,
2110,2110,
2111,2111,
2112,2112,
2113,2113,
2114,2114,class 1
2115,2115,
2116,2116,class 1
2117,2117,class 1
2118,2118,class 1
2119,2119,class 3
2120,2120,class 3
2121,2121,
2122,2122,class 1
2123,2123,class 1
2124,2124,
2125,2125,
2126,2126,class 1
2127,2127,class 1
2128,2128,class 3
2129,2129,class 1
2130,2130,
2131,2131,class 2
2132,2132,
2133,2133,
2134,2134,class 1
2135,2135,class 1
2136,2136,class 3
2137,2137,
2138,2138,
2139,2139,
2140,2140,class 1
2141,2141,
2142,2142,class 1
2143,2143,
2144,2144,class 1
2145,2145,class 1
2146,2146,class 1
2147,2147,class 1
2148,2148,
2149,2149,
2150,2150,class 1
2151,2151,class 1
2152,2152,class 1
2153,2153,class 3
2154,2154,
2155,2155,
2156,2156,
2157,2157,
2158,2158,class 1
2159,2159,class 1
2160,2160,class 1
2161,2161,
2162,2162,class 3
2163,2163,
2164,2164,
2165,2165,
2166,2166,
2167,2167,class 1
2168,2168,class 1
2169,2169,class 1
2170,2170,class 5
2171,2171,
2172,2172,class 1
2173,2173,
2174,2174,class 1
2175,2175,
2176,2176,
2177,2177,
2178,2178,class 1
2179,2179,class 2
2180,2180,
2181,2181,
2182,2182,
2183,2183,
2184,2184,
2185,2185,
2186,2186,class 1
2187,2187,
2188,2188,
2189,2189,class 1
2190,2190,class 1
2191,2191,
2192,2192,
2193,2193,
2194,2194,
2195,2195,
2196,2196,
2197,2197,
2198,2198,
2199,2199,
2200,2200,
2201,2201,
2202,2202,
2203,2203,
2204,2204,
2205,2205,
2206,2206,
2207,2207,
2208,2208,class 1
2209,2209,
2210,2210,class 1
2211,2211,class 1
2212,2212,class 1
2213,2213,
2214,2214,class 1
2215,2215,
2216,2216,
2217,2217,
2218,2218,
2219,2219,
2220,2220,class 1
2221,2221,
2222,2222,
2223,2223,
2224,2224,
2225,2225,
2226,2226,
2227,2227,
2228,2228,
2229,2229,class 5
2230,2230,
2231,2231,
2232,2232,class 1
2233,2233,
2234,2234,class 1
2235,2235,class 1
2236,2236,
2237,2237,
2238,2238,
2239,2239,
2240,2240,
2241,2241,
2242,2242,
2243,2243,class 1
2244,2244,
2245,2245,
2246,2246,
2247,2247,class 1
2248,2248,class 1
2249,2249,class 1
2250,2250,class 3
2251,2251,
2252,2252,
2253,2253,class 1
2254,2254,
2255,2255,
2256,2256,
2257,2257,
2258,2258,
2259,2259,
2260,2260,
2261,2261,
2262,2262,
2263,2263,class 1
2264,2264,
2265,2265,class 1
2266,2266,
2267,2267,class 1
2268,2268,class 1
2269,2269,
2270,2270,class 1
2271,2271,class 1
2272,2272,class 1
2273,2273,class 1
2274,2274,
2275,2275,class 1
2276,2276,class 5
2277,2277,
2278,2278,
2279,2279,class 1
2280,2280,
2281,2281,
2282,2282,class 1
2283,2283,class 4
2284,2284,class 1
2285,2285,class 1
2286,2286,
2287,2287,class 1
2288,2288,
2289,2289,class 1
2290,2290,class 5
2291,2291,class 5
2292,2292,class 5
2293,2293,class 4
2294,2294,
2295,2295,class 1
2296,2296,class 1
2297,2297,
2298,2298,
2299,2299,
2300,2300,
2301,2301,
2302,2302,
2303,2303,
2304,2304,
2305,2305,class 1
2306,2306,
2307,2307,
2308,2308,
2309,2309,
2310,2310,
2311,2311,
2312,2312,
2313,2313,class 1
2314,2314,
2315,2315,class 6
2316,2316,class 6
2317,2317,class 6
2318,2318,class 6
2319,2319,class 1
2320,2320,
2321,2321,
2322,2322,class 1
2323,2323,
2324,2324,
2325,2325,
2326,2326,
2327,2327,class 1
2328,2328,
2329,2329,
2330,2330,class 1
2331,2331,class 1
2332,2332,class 3
2333,2333,
2334,2334,
2335,2335,
2336,2336,
2337,2337,
2338,2338,
2339,2339,
2340,2340,
2341,2341,
2342,2342,
2343,2343,
2344,2344,
2345,2345,
2346,2346,class 1
2347,2347,
2348,2348,class 1
2349,2349,
2350,2350,
2351,2351,
2352,2352,
2353,2353,
2354,2354,
2355,2355,
2356,2356,class 1
2357,2357,class 1
2358,2358,class 3
2359,2359,class 1
2360,2360,
2361,2361,
2362,2362,
2363,2363,class 1
2364,2364,
2365,2365,
2366,2366,class 1
2367,2367,class 1
2368,2368,class 3
2369,2369,
2370,2370,
2371,2371,class 3
2372,2372,class 1
2373,2373,class 1
2374,2374,
2375,2375,
2376,2376,
2377,2377,class 1
2378,2378,
2379,2379,class 4
2380,2380,
2381,2381,
2382,2382,
2383,2383,class 2
2384,2384,
2385,2385,
2386,2386,
2387,2387,
2388,2388,
2389,2389,
2390,2390,
2391,2391,class 1
2392,2392,
2393,2393,
2394,2394,
2395,2395,
2396,2396,
2397,2397,class 1
2398,2398,class 1
2399,2399,
2400,2400,
2401,2401,
2402,2402,
2403,2403,class 1
2404,2404,
2405,2405,class 1
2406,2406,class 1
2407,2407,
2408,2408,class 1
2409,2409,
2410,2410,
2411,2411,
2412,2412,
2413,2413,class 1
2414,2414,
2415,2415,
2416,2416,class 1
2417,2417,class 3
2418,2418,class 1
2419,2419,class 1
2420,2420,class 1
2421,2421,class 1
2422,2422,class 1
2423,2423,class 1
2424,2424,class 1
2425,2425,class 1
2426,2426,class 4
2427,2427,class 5
2428,2428,
2429,2429,class 4
2430,2430,class 4
2431,2431,
2432,2432,
2433,2433,
2434,2434,class 1
2435,2435,class 1
2436,2436,class 1
2437,2437,class 1
2438,2438,class 1
2439,2439,class 3
2440,2440,
2441,2441,
2442,2442,
2443,2443,
2444,2444,class 1
2445,2445,class 4
2446,2446,
2447,2447,
2448,2448,
2449,2449,class 1
2450,2450,class 1
2451,2451,class 1
2452,2452,
2453,2453,
2454,2454,class 4
2455,2455,class 1
2456,2456,class 1
2457,2457,
2458,2458,class 3
2459,2459,class 1
2460,2460,
2461,2461,
2462,2462,class 1
2463,2463,
2464,2464,class 1
2465,2465,
2466,2466,class 3
2467,2467,class 1
2468,2468,
2469,2469,
2470,2470,
2471,2471,class 1
2472,2472,class 4
2473,2473,class 1
2474,2474,
2475,2475,class 1
2476,2476,
2477,2477,
2478,2478,class 1
2479,2479,
2480,2480,class 1
2481,2481,class 1
2482,2482,
2483,2483,class 4
2484,2484,class 1
2485,2485,class 1
2486,2486,class 1
2487,2487,class 1
2488,2488,
2489,2489,
2490,2490,
2491,2491,
2492,2492,
2493,2493,class 1
2494,2494,class 2
2495,2495,class 3
2496,2496,class 1
2497,2497,class 5
2498,2498,class 1
2499,2499,class 1
2500,2500,
2501,2501,
2502,2502,class 1
2503,2503,class 1
2504,2504,
2505,2505,class 1
2506,2506,class 1
2507,2507,class 1
2508,2508,class 1
2509,2509,class 6
2510,2510,class 1
2511,2511,class 1
2512,2512,class 5
2513,2513,class 1
2514,2514,
2515,2515,class 1
2516,2516,class 1
2517,2517,class 1
2518,2518,class 1
2519,2519,class 1
2520,2520,class 1
2521,2521,
2522,2522,
2523,2523,
2524,2524,class 1
2525,2525,class 1
2526,2526,
2527,2527,
2528,2528,
2529,2529,class 1
2530,2530,
2531,2531,class 5
2532,2532,class 1
2533,2533,class 1
2534,2534,class 1
2535,2535,class 1
2536,2536,
2537,2537,class 1
2538,2538,class 3
2539,2539,
2540,2540,class 1
2541,2541,class 1
2542,2542,class 1
2543,2543,class 1
2544,2544,class 1
2545,2545,
2546,2546,
2547,2547,class 1
2548,2548,class 1
2549,2549,class 1
2550,2550,class 3
2551,2551,class 1
2552,2552,class 1
2553,2553,
2554,2554,
2555,2555,class 1
2556,2556,class 1
2557,2557,
2558,2558,class 1
2559,2559,class 1
2560,2560,
2561,2561,class 1
2562,2562,
2563,2563,class 1
2564,2564,
2565,2565,
2566,2566,class 1
2567,2567,class 1
2568,2568,class 1
2569,2569,class 1
2570,2570,
2571,2571,
2572,2572,class 1
2573,2573,class 1
2574,2574,
2575,2575,
2576,2576,class 1
2577,2577,
2578,2578,
2579,2579,
2580,2580,class 1
2581,2581,class 1
2582,2582,class 1
2583,2583,class 1
2584,2584,class 1
2585,2585,class 1
2586,2586,class 1
2587,2587,
2588,2588,
2589,2589,
2590,2590,class 1
2591,2591,
2592,2592,
2593,2593,
2594,2594,
2595,2595,
2596,2596,class 2
2597,2597,
2598,2598,class 1
2599,2599,class 1
2600,2600,class 1
2601,2601,class 1
2602,2602,class 1
2603,2603,class 1
2604,2604,class 1
2605,2605,
2606,2606,
2607,2607,
2608,2608,
2609,2609,
2610,2610,
2611,2611,
2612,2612,
2613,2613,
2614,2614,class 1
2615,2615,
2616,2616,
2617,2617,
2618,2618,
2619,2619,
2620,2620,
2621,2621,
2622,2622,
2623,2623,
2624,2624,
2625,2625,
2626,2626,
2627,2627,
2628,2628,class 3
2629,2629,class 1
2630,2630,class 1
2631,2631,
2632,2632,
2633,2633,
2634,2634,class 3
2635,2635,class 1
2636,2636,class 3
2637,2637,class 1
2638,2638,class 1
2639,2639,class 1
2640,2640,class 1
2641,2641,class 1
2642,2642,
2643,2643,class 1
2644,2644,class 1
2645,2645,class 1
2646,2646,
2647,2647,
2648,2648,class 1
2649,2649,class 5
2650,2650,
2651,2651,class 1
2652,2652,
2653,2653,
2654,2654,
2655,2655,
2656,2656,class 1
2657,2657,class 1
2658,2658,class 1
2659,2659,
2660,2660,
2661,2661,
2662,2662,
2663,2663,class 5
2664,2664,
2665,2665,class 1
2666,2666,
2667,2667,class 1
2668,2668,
2669,2669,class 1
2670,2670,class 1
2671,2671,
2672,2672,class 1
2673,2673,class 1
2674,2674,
2675,2675,
2676,2676,
2677,2677,class 1
2678,2678,class 1
2679,2679,class 3
2680,2680,class 1
2681,2681,class 1
2682,2682,class 3
2683,2683,class 3
2684,2684,class 1
2685,2685,class 1
2686,2686,
2687,2687,class 1
2688,2688,
2689,2689,
2690,2690,
2691,2691,class 5
2692,2692,class 1
2693,2693,class 1
2694,2694,
2695,2695,
2696,2696,class 1
2697,2697,
2698,2698,class 1
2699,2699,
2700,2700,class 1
2701,2701,
2702,2702,class 1
2703,2703,
2704,2704,
2705,2705,class 1
2706,2706,
2707,2707,
2708,2708,
2709,2709,
2710,2710,class 1
2711,2711,class 1
2712,2712,
2713,2713,
2714,2714,class 1
2715,2715,class 1
2716,2716,class 1
2717,2717,class 3
2718,2718,class 3
2719,2719,
2720,2720,
2721,2721,class 1
2722,2722,class 1
2723,2723,class 1
2724,2724,class 1
2725,2725,class 1
2726,2726,class 1
2727,2727,
2728,2728,class 2
2729,2729,
2730,2730,class 1
2731,2731,class 1
2732,2732,class 1
2733,2733,class 1
2734,2734,
2735,2735,
2736,2736,class 1
2737,2737,class 1
2738,2738,class 1
2739,2739,class 1
2740,2740,class 1
2741,2741,class 1
2742,2742,class 1
2743,2743,
2744,2744,
2745,2745,
2746,2746,
2747,2747,
2748,2748,
2749,2749,
2750,2750,
2751,2751,
2752,2752,
2753,2753,class 1
2754,2754,class 1
2755,2755,
2756,2756,
2757,2757,
2758,2758,class 1
2759,2759,class 1
2760,2760,class 1
2761,2761,
2762,2762,class 1
2763,2763,class 1
2764,2764,
2765,2765,class 1
2766,2766,class 1
2767,2767,class 1
2768,2768,class 1
2769,2769,class 1
2770,2770,class 1
2771,2771,
2772,2772,
2773,2773,
2774,2774,
2775,2775,class 1
2776,2776,
2777,2777,
2778,2778,
2779,2779,class 1
2780,2780,
2781,2781,class 1
2782,2782,
2783,2783,class 1
2784,2784,class 1
2785,2785,class 1
2786,2786,
2787,2787,
2788,2788,class 1
2789,2789,class 4
2790,2790,class 1
2791,2791,class 1
2792,2792,class 1
2793,2793,
2794,2794,class 1
2795,2795,
2796,2796,
2797,2797,class 1
2798,2798,
2799,2799,class 1
2800,2800,class 1
2801,2801,class 6
2802,2802,
2803,2803,class 1
2804,2804,
2805,2805,
2806,2806,
2807,2807,class 1
2808,2808,class 1
2809,2809,class 1
2810,2810,class 1
2811,2811,class 1
2812,2812,class 1
2813,2813,class 1
2814,2814,class 1
2815,2815,class 3
2816,2816,class 3
2817,2817,class 1
2818,2818,class 1
2819,2819,class 1
2820,2820,class 1
2821,2821,
2822,2822,
2823,2823,class 1
2824,2824,
2825,2825,
2826,2826,
2827,2827,class 1
2828,2828,class 1
2829,2829,class 1
2830,2830,
2831,2831,
2832,2832,class 1
2833,2833,
2834,2834,
2835,2835,class 1
2836,2836,
2837,2837,class 1
2838,2838,class 1
2839,2839,class 1
2840,2840,class 3
2841,2841,class 1
2842,2842,
2843,2843,class 1
2844,2844,class 1
2845,2845,class 1
2846,2846,
2847,2847,
2848,2848,class 1
2849,2849,
2850,2850,
2851,2851,
2852,2852,
2853,2853,
2854,2854,
2855,2855,class 1
2856,2856,
2857,2857,
2858,2858,
2859,2859,
2860,2860,
2861,2861,class 1
2862,2862,class 5
2863,2863,
2864,2864,class 5
2865,2865,
2866,2866,class 2
2867,2867,
2868,2868,
2869,2869,
2870,2870,
2871,2871,
2872,2872,class 1
2873,2873,
2874,2874,
2875,2875,
2876,2876,
2877,2877,class 1
2878,2878,
2879,2879,class 1
2880,2880,
2881,2881,class 1
2882,2882,class 1
2883,2883,
2884,2884,
2885,2885,
2886,2886,
2887,2887,
2888,2888,
2889,2889,
2890,2890,class 1
2891,2891,class 1
2892,2892,
2893,2893,
2894,2894,class 1
2895,2895,class 1
2896,2896,class 1
2897,2897,
2898,2898,
2899,2899,
2900,2900,
2901,2901,
2902,2902,
2903,2903,
2904,2904,
2905,2905,
2906,2906,
2907,2907,class 4
2908,2908,
2909,2909,
2910,2910,
2911,2911,class 1
2912,2912,class 1
2913,2913,
2914,2914,
2915,2915,class 3
2916,2916,class 1
2917,2917,
2918,2918,
2919,2919,class 1
2920,2920,class 1
2921,2921,class 1
2922,2922,class 1
2923,2923,class 1
2924,2924,class 3
2925,2925,class 1
2926,2926,class 1
2927,2927,
2928,2928,
2929,2929,
2930,2930,
2931,2931,
2932,2932,class 1
2933,2933,class 1
2934,2934,class 1
2935,2935,class 1
2936,2936,class 1
2937,2937,class 1
2938,2938,class 1
2939,2939,class 1
2940,2940,
2941,2941,
2942,2942,class 1
2943,2943,
2944,2944,
2945,2945,
2946,2946,class 1
2947,2947,class 1
2948,2948,class 1
2949,2949,class 1
2950,2950,class 1
2951,2951,class 1
2952,2952,
2953,2953,
2954,2954,
2955,2955,class 1
2956,2956,class 1
2957,2957,class 3
2958,2958,class 3
2959,2959,class 1
2960,2960,class 1
2961,2961,class 1
2962,2962,
2963,2963,
2964,2964,class 1
2965,2965,class 1
2966,2966,class 1
2967,2967,class 1
2968,2968,class 5
2969,2969,class 1
2970,2970,
2971,2971,class 4
2972,2972,class 4
2973,2973,class 1
2974,2974,class 1
2975,2975,class 1
2976,2976,class 1
2977,2977,class 1
2978,2978,class 1
2979,2979,class 4
2980,2980,class 1
2981,2981,class 1
2982,2982,class 1
2983,2983,class 1
2984,2984,
2985,2985,
2986,2986,class 1
2987,2987,
2988,2988,
2989,2989,class 1
2990,2990,class 1
2991,2991,
2992,2992,
2993,2993,
2994,2994,class 1
2995,2995,class 1
2996,2996,class 1
2997,2997,
2998,2998,
2999,2999,
3000,3000,
3001,3001,class 1
3002,3002,class 3
3003,3003,class 1
3004,3004,class 1
3005,3005,
3006,3006,
3007,3007,
3008,3008,class 1
3009,3009,class 1
3010,3010,class 1
3011,3011,
3012,3012,
3013,3013,
3014,3014,
3015,3015,
3016,3016,class 1
3017,3017,
3018,3018,
3019,3019,class 6
3020,3020,class 1
3021,3021,
3022,3022,class 1
3023,3023,class 1
3024,3024,class 1
3025,3025,class 1
3026,3026,
3027,3027,class 1
3028,3028,class 1
3029,3029,class 1
3030,3030,
3031,3031,
3032,3032,class 3
3033,3033,class 1
3034,3034,class 1
3035,3035,class 1
3036,3036,class 1
3037,3037,class 1
3038,3038,
3039,3039,class 7
3040,3040,
3041,3041,
3042,3042,
3043,3043,class 1
3044,3044,class 6
3045,3045,
3046,3046,
3047,3047,class 3
3048,3048,
3049,3049,class 7
3050,3050,class 7
3051,3051,class 7
3052,3052,class 7
3053,3053,class 1
3054,3054,class 1
3055,3055,class 1
3056,3056,class 7
3057,3057,class 7
3058,3058,class 7
3059,3059,class 7
3060,3060,class 1
3061,3061,class 1
3062,3062,
3063,3063,
3064,3064,class 7
3065,3065,class 7
3066,3066,class 7
3067,3067,class 7
3068,3068,class 7
3069,3069,class 7
3070,3070,
3071,3071,class 7
3072,3072,class 7
3073,3073,class 7
3074,3074,
3075,3075,
3076,3076,
3077,3077,class 7
3078,3078,class 1
3079,3079,class 7
3080,3080,
3081,3081,class 1
3082,3082,class 7
3083,3083,class 7
3084,3084,class 7
3085,3085,class 7
3086,3086,class 7
3087,3087,class 7
3088,3088,class 7
3089,3089,class 7
3090,3090,class 7
3091,3091,class 7
3092,3092,class 7
3093,3093,class 7
3094,3094,class 7
3095,3095,
3096,3096,
3097,3097,
3098,3098,
3099,3099,
3100,3100,
3101,3101,class 1
3102,3102,
3103,3103,class 1
3104,3104,class 1
3105,3105,class 1
3106,3106,class 1
3107,3107,
3108,3108,class 1
3109,3109,
3110,3110,
3111,3111,class 1
3112,3112,
3113,3113,
3114,3114,
3115,3115,class 1
3116,3116,class 1
3117,3117,class 1
3118,3118,class 1
3119,3119,class 1
3120,3120,class 1
3121,3121,
3122,3122,class 1
3123,3123,
3124,3124,class 1
3125,3125,class 1
3126,3126,class 1
3127,3127,class 1
3128,3128,
3129,3129,class 1
3130,3130,
3131,3131,class 1
3132,3132,class 1
3133,3133,
3134,3134,
3135,3135,class 1
3136,3136,class 1
3137,3137,class 1
3138,3138,class 1
3139,3139,class 1
3140,3140,class 1
3141,3141,
3142,3142,class 1
3143,3143,
3144,3144,
3145,3145,
3146,3146,
3147,3147,
3148,3148,
3149,3149,class 1
3150,3150,class 3
3151,3151,class 1
3152,3152,
3153,3153,class 2
3154,3154,
3155,3155,
3156,3156,class 1
3157,3157,class 1
3158,3158,class 1
3159,3159,class 1
3160,3160,class 1
3161,3161,class 1
3162,3162,class 1
3163,3163,class 1
3164,3164,
3165,3165,
3166,3166,
3167,3167,
3168,3168,class 1
3169,3169,class 1
3170,3170,
3171,3171,
3172,3172,class 1
3173,3173,class 1
3174,3174,class 1
3175,3175,class 1
3176,3176,class 3
3177,3177,class 6
3178,3178,
3179,3179,
3180,3180,
3181,3181,
3182,3182,class 1
3183,3183,
3184,3184,
3185,3185,
3186,3186,
3187,3187,class 1
3188,3188,
3189,3189,class 3
3190,3190,class 1
3191,3191,class 1
3192,3192,
3193,3193,
3194,3194,
3195,3195,class 1
3196,3196,class 1
3197,3197,class 1
3198,3198,class 1
3199,3199,
3200,3200,
3201,3201,class 1
3202,3202,class 1
3203,3203,class 1
3204,3204,class 1
3205,3205,class 6
3206,3206,
3207,3207,class 1
3208,3208,class 1
3209,3209,class 1
3210,3210,
3211,3211,
3212,3212,
3213,3213,class 1
3214,3214,class 1
3215,3215,class 1
3216,3216,class 6
3217,3217,
3218,3218,
3219,3219,class 1
3220,3220,class 1
3221,3221,class 1
3222,3222,class 3
3223,3223,class 1
3224,3224,
3225,3225,
3226,3226,
3227,3227,
3228,3228,class 1
3229,3229,class 1
3230,3230,class 3
3231,3231,
3232,3232,
3233,3233,
3234,3234,class 1
3235,3235,
3236,3236,
3237,3237,class 1
3238,3238,
3239,3239,
3240,3240,class 1
3241,3241,class 1
3242,3242,
3243,3243,
3244,3244,
3245,3245,
3246,3246,class 3
3247,3247,
3248,3248,
3249,3249,
3250,3250,class 1
3251,3251,class 1
3252,3252,
3253,3253,
3254,3254,
3255,3255,
3256,3256,class 1
3257,3257,
3258,3258,class 5
3259,3259,class 1
3260,3260,
3261,3261,
3262,3262,
3263,3263,class 3
3264,3264,
3265,3265,class 1
3266,3266,
3267,3267,
3268,3268,class 1
3269,3269,
3270,3270,
3271,3271,
3272,3272,
3273,3273,
3274,3274,
3275,3275,
3276,3276,
3277,3277,class 1
3278,3278,
3279,3279,class 1
3280,3280,
3281,3281,
3282,3282,
3283,3283,
3284,3284,class 1
3285,3285,class 3
3286,3286,
3287,3287,class 1
3288,3288,class 1
3289,3289,class 1
3290,3290,
3291,3291,class 1
3292,3292,class 1
3293,3293,
3294,3294,class 1
3295,3295,
3296,3296,class 1
3297,3297,class 1
3298,3298,
3299,3299,class 1
3300,3300,
3301,3301,class 1
3302,3302,class 1
3303,3303,
3304,3304,class 1
3305,3305,
3306,3306,class 1
3307,3307,class 1
3308,3308,
3309,3309,class 1
3310,3310,
3311,3311,
3312,3312,
3313,3313,
3314,3314,class 1
3315,3315,class 1
3316,3316,class 1
3317,3317,class 6
3318,3318,
3319,3319,class 1
3320,3320,
3321,3321,
3322,3322,class 1
3323,3323,class 1
3324,3324,class 1
3325,3325,class 1
3326,3326,class 1
3327,3327,class 1
3328,3328,class 4
3329,3329,class 1
3330,3330,class 1
3331,3331,class 1
3332,3332,class 1
3333,3333,class 3
3334,3334,
3335,3335,class 1
3336,3336,
3337,3337,
3338,3338,
3339,3339,class 1
3340,3340,class 1
3341,3341,
3342,3342,
3343,3343,
3344,3344,
3345,3345,class 2
3346,3346,class 2
3347,3347,class 2
3348,3348,class 2
3349,3349,class 2
3350,3350,class 2
3351,3351,class 2
3352,3352,class 2
3353,3353,class 3
3354,3354,
3355,3355,
3356,3356,class 1
3357,3357,
3358,3358,
3359,3359,class 2
3360,3360,
3361,3361,class 2
3362,3362,
3363,3363,
3364,3364,
3365,3365,
3366,3366,
3367,3367,
3368,3368,
3369,3369,
3370,3370,class 1
3371,3371,class 1
3372,3372,
3373,3373,class 1
3374,3374,class 1
3375,3375,class 1
3376,3376,
3377,3377,
3378,3378,class 1
3379,3379,class 1
3380,3380,class 1
3381,3381,
3382,3382,class 1
3383,3383,
3384,3384,class 1
3385,3385,class 1
3386,3386,class 1
3387,3387,
3388,3388,class 1
3389,3389,class 1
3390,3390,
3391,3391,class 1
3392,3392,class 1
3393,3393,
3394,3394,class 3
3395,3395,
3396,3396,class 1
3397,3397,class 1
3398,3398,class 1
3399,3399,class 1
3400,3400,
3401,3401,
3402,3402,class 1
3403,3403,class 6
3404,3404,class 1
3405,3405,
3406,3406,
3407,3407,
3408,3408,
3409,3409,
3410,3410,
3411,3411,class 1
3412,3412,
3413,3413,
3414,3414,class 1
3415,3415,
3416,3416,
3417,3417,class 1
3418,3418,class 6
3419,3419,
3420,3420,class 1
3421,3421,
3422,3422,
3423,3423,
3424,3424,
3425,3425,
3426,3426,class 1
3427,3427,
3428,3428,
3429,3429,class 3
3430,3430,
3431,3431,
3432,3432,class 1
3433,3433,class 1
3434,3434,class 1
3435,3435,
3436,3436,
3437,3437,
3438,3438,
3439,3439,
3440,3440,
3441,3441,class 1
3442,3442,class 1
3443,3443,
3444,3444,
3445,3445,
3446,3446,
3447,3447,class 1
3448,3448,class 1
3449,3449,
3450,3450,class 1
3451,3451,class 1
3452,3452,class 1
3453,3453,class 1
3454,3454,class 1
3455,3455,class 1
3456,3456,
3457,3457,
3458,3458,
3459,3459,
3460,3460,
3461,3461,class 3
3462,3462,
3463,3463,class 1
3464,3464,
3465,3465,
3466,3466,
3467,3467,class 1
3468,3468,class 1
3469,3469,class 4
3470,3470,
3471,3471,
3472,3472,class 1
3473,3473,
3474,3474,
3475,3475,class 1
3476,3476,
3477,3477,
3478,3478,
3479,3479,class 1
3480,3480,class 1
3481,3481,
3482,3482,class 1
3483,3483,
3484,3484,
3485,3485,
3486,3486,
3487,3487,
3488,3488,class 1
3489,3489,class 1
3490,3490,class 3
3491,3491,
3492,3492,
3493,3493,class 1
3494,3494,class 1
3495,3495,class 3
3496,3496,
3497,3497,
3498,3498,
3499,3499,
3500,3500,
3501,3501,
3502,3502,
3503,3503,
3504,3504,
3505,3505,
3506,3506,class 2
3507,3507,
3508,3508,class 1
3509,3509,class 1
3510,3510,class 1
3511,3511,class 1
3512,3512,
3513,3513,class 1
3514,3514,class 1
3515,3515,class 1
3516,3516,class 1
3517,3517,class 1
